go_struct,type_token,field_name,json_key,declared_in,go_type,container,ref_struct,values,applicable,required,required_when,default,default_by,evidence,evidence_ref,deprecated,corpus_count,corpus_prod_count,harness,review,reviewed_hash,description,notes
OllamaSpec,*,Api,api,OllamaSpec,string,scalar,-,generate|chat,yes,no,-,generate,builder,builder,jets/compute_pipes/pipe_transformation_ollama.go:265,no,0,0,pass,reviewed,286450611d98,The ollama api to call.,-
OllamaSpec,*,PromptTemplate,prompt_template,InferCommonSpec,string,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_infer.go:438,no,1,1,pass,reviewed,095ee4a8ecdd,"The prompt template, inline.",Exactly one of prompt_template and prompt_template_name - see the one_of constraint.
OllamaSpec,*,PromptTemplateName,prompt_template_name,InferCommonSpec,string,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_infer.go:439,no,0,0,pass,reviewed,77992a89c54b,Key of a prompt_templates entry of the document.,-
OllamaSpec,*,SystemPrompt,system_prompt,InferCommonSpec,string,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_infer.go:453,no,1,1,pass,reviewed,a3a777eee74f,The system message.,"When prompt_template_name is used and this is empty, the named template's system_prompt is adopted. A fallback rather than a literal default, so the default column stays '-'."
OllamaSpec,*,ResponseFormat,response_format,InferCommonSpec,json.RawMessage,raw_json,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1232,no,0,0,pass,reviewed,8508791dcbb7,"Passed to ollama as format: the string ""json"" or a json schema.",Same fallback from the named template as system_prompt (jets/compute_pipes/pipe_transformation_ollama.go:982). One of the untyped fields of plan 5.2.3.
OllamaSpec,*,Options,options,OllamaSpec,map[string]any,map,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1233,no,0,0,pass,reviewed,212c9827efe3,"Passed to ollama as options, eg temperature, num_ctx, seed, num_predict.",Open map: the schema cannot constrain it beyond object.
OllamaSpec,*,KeepAlive,keep_alive,OllamaSpec,string,scalar,-,-,yes,no,-,30m,builder,builder,jets/compute_pipes/pipe_transformation_ollama.go:268,no,0,0,pass,reviewed,0542b0a187e3,How long the model stays resident between calls.,Constant at jets/compute_pipes/pipe_transformation_ollama.go:44.
OllamaSpec,*,Think,think,OllamaSpec,*bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1236,no,1,1,pass,reviewed,d34a3f24e796,"Passed to ollama as think, for reasoning models.",-
OllamaSpec,*,Server,server,OllamaSpec,*OllamaServerSpec,object,OllamaServerSpec,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1237,no,0,0,pass,reviewed,5f2de58a6fb8,How to reach the infer server.,"Absent means $JETS_INFER_URL from the cpipes env, then the JETS_INFER_URL environment variable."
OllamaSpec,*,OutputMapping,output_mapping,InferCommonSpec,[]InferMappingSpec,array,InferMappingSpec,-,yes,yes,-,-,none,builder,jets/compute_pipes/pipe_transformation_infer.go:487,no,1,1,untestable,reviewed,d280e7f0f31e,How the response maps onto the record's columns.,At least one entry: without one the operator would have no effect.
OllamaSpec,*,DisableStripCodeFences,disable_strip_code_fences,InferCommonSpec,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1239,no,0,0,pass,reviewed,4dd2b8bac357,Turn off the removal of markdown code fences around the response.,-
OllamaSpec,*,PoolSize,pool_size,InferCommonSpec,int,scalar,-,-,yes,no,-,1,validator,validator,jets/compute_pipes/actions_start_common.go:1023,no,1,1,pass,reviewed,e8052c2b44f3,Concurrent requests to the infer server.,"Applied twice: by the config validator and again by applyOllamaDefaults (jets/compute_pipes/pipe_transformation_ollama.go:909). The validator runs first, so a config-level harness sees 1 rather than the absent value. With pool_size > 1 record order is not preserved."
OllamaSpec,*,RequestTimeoutSec,request_timeout_sec,InferCommonSpec,int,scalar,-,-,yes,no,-,120,builder,builder,jets/compute_pipes/pipe_transformation_infer.go:788,no,0,0,pass,reviewed,c45ecd4cc3bd,Timeout of a single request attempt.,-
OllamaSpec,*,ConnectTimeoutSec,connect_timeout_sec,InferCommonSpec,int,scalar,-,-,yes,no,-,10,builder,builder,jets/compute_pipes/pipe_transformation_infer.go:790,no,0,0,pass,reviewed,297a60430fd1,Connection and tls handshake timeout.,-
OllamaSpec,*,MaxRetry,max_retry,InferCommonSpec,*int,scalar,-,-,yes,no,-,2,builder,builder,jets/compute_pipes/pipe_transformation_infer.go:793,no,0,0,pass,reviewed,c3b8790d805e,"Retries on timeout, connection error, 429 and 5xx.","Pointer for a reason: unset means the default, an explicit 0 disables the retries. A non-pointer int could not say both."
OllamaSpec,*,RetryWaitSec,retry_wait_sec,InferCommonSpec,int,scalar,-,-,yes,no,-,2,builder,builder,jets/compute_pipes/pipe_transformation_infer.go:798,no,0,0,pass,reviewed,a23756e19dff,"Wait before the first retry, doubled on each attempt.",-
OllamaSpec,*,MaxInputCount,max_input_count,InferCommonSpec,int,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1248,no,0,0,pass,reviewed,4abfa313b8d3,Cap on the records sent to the model. A cost guard.,"0 means unlimited, and no default is applied. Records past the cap are passed through unchanged rather than filtered out."
OllamaSpec,*,OnError,on_error,InferCommonSpec,string,scalar,-,pass_through|drop|fail,yes,no,-,pass_through,builder,builder,jets/compute_pipes/pipe_transformation_infer.go:781,no,0,0,pass,reviewed,1cb234cd036a,What to do with a record that failed.,-
OllamaSpec,*,MaxErrorCount,max_error_count,InferCommonSpec,int,scalar,-,-,yes,no,-,50,builder,builder,jets/compute_pipes/pipe_transformation_infer.go:802,no,0,0,pass,reviewed,206a9b03fc66,Cap on the records reported to the error channel.,-
OllamaSpec,*,RowKeyColumn,row_key_column,InferCommonSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1254,no,0,0,pass,reviewed,9b9881ef0c8d,Column identifying the record in the error reports (row_jets_key).,-
OllamaSpec,*,IsDebug,is_debug,InferCommonSpec,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1255,no,1,1,pass,reviewed,94cf8c560ad1,Log the prompt and the response of every record.,-
OllamaSpec,*,ErrorChannel,error_channel,InferCommonSpec,*OutputChannelConfig,object,OutputChannelConfig,-,yes,no,-,-,none,validator,jets/compute_pipes/actions_start_common.go:1085,no,1,1,pass,reviewed,215093eee299,"Channel where row-level errors are reported, on the process_errors channel spec.",Discovered by errorChannelConfig and validated like any output channel.
EmbedSpec,*,Comment,comment,EmbedSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1552,no,0,0,pass,unreviewed,-,Free text for the reader; ignored by JetStore.,-
EmbedSpec,*,Model,model,EmbedSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/pipe_transformation_embed.go:216,no,0,0,untestable,unreviewed,-,"The embedding model tag, eg nomic-embed-text. It must be a model whose /api/show capabilities include `embedding`; a generative model refuses the endpoint.","An embedding model is required rather than implied: the refusal ollama passes through names a server flag, and the limit is per model. See I-49."
EmbedSpec,*,Options,options,EmbedSpec,map[string]any,map,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1557,no,0,0,pass,unreviewed,-,"Passed to ollama as options, eg num_ctx.",Open map: the schema cannot constrain it beyond object.
EmbedSpec,*,KeepAlive,keep_alive,EmbedSpec,string,scalar,-,-,yes,no,-,30m,builder,builder,jets/compute_pipes/pipe_transformation_embed.go:307,no,0,0,pass,unreviewed,-,How long the model stays resident between calls.,Constant at jets/compute_pipes/pipe_transformation_ollama.go:44.
EmbedSpec,*,Server,server,EmbedSpec,*OllamaServerSpec,object,OllamaServerSpec,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1559,no,0,0,pass,unreviewed,-,How to reach the infer server.,"Shared with the ollama operator, hence the OllamaServerSpec name. Absent means $JETS_INFER_URL from the cpipes env, then the JETS_INFER_URL environment variable."
EmbedSpec,*,VectorColumn,vector_column,EmbedSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/pipe_transformation_embed.go:219,no,0,0,untestable,unreviewed,-,The column receiving the embedding vector.,"Saves the configuration from naming the response path: the operator synthesizes the vector mapping (envelope, embeddings.0, required) and prepends it to output_mapping, so output_mapping is optional here and is not on the ollama operator."
EmbedSpec,*,VectorAsRdfType,vector_as_rdf_type,EmbedSpec,string,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_embed.go:298,no,0,0,pass,unreviewed,-,"Casts the vector's elements, see CastToRdfType.","Without it the vector is written as json text, which is what a csv or text output channel can carry; set it to double when the consumer wants the numbers."
EmbedSpec,*,Truncate,truncate,EmbedSpec,*bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1556,no,0,0,pass,unreviewed,-,Passed to ollama as truncate: truncate an input longer than the model's context.,"Pointer so that unset sends nothing and lets ollama default it (true), while an explicit false is transmitted and makes an over-long input a row level error."
EmbedSpec,*,PromptTemplate,prompt_template,InferCommonSpec,string,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_infer.go:438,no,0,0,pass,unreviewed,-,"The prompt template, inline.",Exactly one of prompt_template and prompt_template_name - see the one_of constraint. Renders the text to embed rather than an instruction to a model; the name is the shared plumbing's.
EmbedSpec,*,PromptTemplateName,prompt_template_name,InferCommonSpec,string,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_infer.go:439,no,0,0,pass,unreviewed,-,Key of a prompt_templates entry of the document.,-
EmbedSpec,*,SystemPrompt,system_prompt,InferCommonSpec,string,scalar,-,-,no,na,-,-,none,builder,jets/compute_pipes/pipe_transformation_embed.go:230,no,0,0,untestable,unreviewed,-,The system message.,"Refused at build time rather than ignored: an embeddings call has no system message. Promoted by the embedded InferCommonSpec, so the Go struct carries it and the operator does not."
EmbedSpec,*,ResponseFormat,response_format,InferCommonSpec,json.RawMessage,raw_json,-,-,no,na,-,-,none,builder,jets/compute_pipes/pipe_transformation_embed.go:231,no,0,0,untestable,unreviewed,-,"Passed to ollama as format: the string ""json"" or a json schema.","Refused at build time rather than ignored: an embeddings response is a vector, not model text. Promoted by the embedded InferCommonSpec, so the Go struct carries it and the operator does not."
EmbedSpec,*,OutputMapping,output_mapping,InferCommonSpec,[]InferMappingSpec,array,InferMappingSpec,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_embed.go:301,no,0,0,pass,unreviewed,-,"Additional mappings, applied on top of the synthesized vector mapping.","Optional here, unlike on the ollama operator: vector_column synthesizes the one mapping the operator needs. An entry must name a source - the shared default (response) reads model text this backend does not produce, so response, raw_response and thinking are all refused."
EmbedSpec,*,DisableStripCodeFences,disable_strip_code_fences,InferCommonSpec,bool,scalar,-,-,no,na,-,-,none,builder,jets/compute_pipes/pipe_transformation_embed.go:232,no,0,0,untestable,unreviewed,-,Turn off the removal of markdown code fences around the response.,"Refused at build time rather than ignored: an embeddings response carries no model text to strip. Promoted by the embedded InferCommonSpec, so the Go struct carries it and the operator does not."
EmbedSpec,*,PoolSize,pool_size,InferCommonSpec,int,scalar,-,-,yes,no,-,1,validator,validator,jets/compute_pipes/actions_start_common.go:1030,no,0,0,pass,unreviewed,-,Concurrent requests to the infer server.,Applied twice: by the config validator and again by applyEmbedDefaults (jets/compute_pipes/pipe_transformation_embed.go:305). With pool_size > 1 record order is not preserved.
EmbedSpec,*,RequestTimeoutSec,request_timeout_sec,InferCommonSpec,int,scalar,-,-,yes,no,-,120,builder,builder,jets/compute_pipes/pipe_transformation_infer.go:788,no,0,0,pass,unreviewed,-,Timeout of a single request attempt.,-
EmbedSpec,*,ConnectTimeoutSec,connect_timeout_sec,InferCommonSpec,int,scalar,-,-,yes,no,-,10,builder,builder,jets/compute_pipes/pipe_transformation_infer.go:790,no,0,0,pass,unreviewed,-,Connection and tls handshake timeout.,-
EmbedSpec,*,MaxRetry,max_retry,InferCommonSpec,*int,scalar,-,-,yes,no,-,2,builder,builder,jets/compute_pipes/pipe_transformation_infer.go:793,no,0,0,pass,unreviewed,-,"Retries on timeout, connection error, 429 and 5xx.","Pointer for a reason: unset means the default, an explicit 0 disables the retries. A non-pointer int could not say both."
EmbedSpec,*,RetryWaitSec,retry_wait_sec,InferCommonSpec,int,scalar,-,-,yes,no,-,2,builder,builder,jets/compute_pipes/pipe_transformation_infer.go:798,no,0,0,pass,unreviewed,-,"Wait before the first retry, doubled on each attempt.",-
EmbedSpec,*,MaxInputCount,max_input_count,InferCommonSpec,int,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1248,no,0,0,pass,unreviewed,-,Cap on the records sent to the model. A cost guard.,"0 means unlimited, and no default is applied. Records past the cap are passed through unchanged rather than filtered out."
EmbedSpec,*,OnError,on_error,InferCommonSpec,string,scalar,-,pass_through|drop|fail,yes,no,-,pass_through,builder,builder,jets/compute_pipes/pipe_transformation_infer.go:781,no,0,0,pass,unreviewed,-,What to do with a record that failed.,-
EmbedSpec,*,MaxErrorCount,max_error_count,InferCommonSpec,int,scalar,-,-,yes,no,-,50,builder,builder,jets/compute_pipes/pipe_transformation_infer.go:802,no,0,0,pass,unreviewed,-,Cap on the records reported to the error channel.,-
EmbedSpec,*,RowKeyColumn,row_key_column,InferCommonSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1254,no,0,0,pass,unreviewed,-,Column identifying the record in the error reports (row_jets_key).,-
EmbedSpec,*,IsDebug,is_debug,InferCommonSpec,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1255,no,0,0,pass,unreviewed,-,Log the prompt and the response of every record.,-
EmbedSpec,*,ErrorChannel,error_channel,InferCommonSpec,*OutputChannelConfig,object,OutputChannelConfig,-,yes,no,-,-,none,validator,jets/compute_pipes/actions_start_common.go:1085,no,0,0,pass,unreviewed,-,"Channel where row-level errors are reported, on the process_errors channel spec.",Discovered by errorChannelConfig and validated like any output channel.
InferMappingSpec,*,Comment,comment,InferMappingSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1326,no,0,0,pass,reviewed,f6988cdf363d,Free text for the reader; ignored by JetStore.,-
InferMappingSpec,*,Column,column,InferMappingSpec,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/pipe_transformation_infer.go:493,no,2,2,untestable,reviewed,3a33bb307adc,The column to set. Must be a column of the shared channel spec.,-
InferMappingSpec,*,Source,source,InferMappingSpec,string,scalar,-,response|raw_response|envelope|thinking|model_name,yes,no,-,response,builder,builder,jets/compute_pipes/pipe_transformation_infer.go:504,no,2,2,pass,reviewed,8d68eb675d8f,What the mapping reads from.,-
InferMappingSpec,*,Path,path,InferMappingSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1319,no,0,0,pass,reviewed,8b71b7b4a35a,"Dot path into the parsed json, eg codes.0.icd10. Empty takes the whole value.",-
InferMappingSpec,*,AsRdfType,as_rdf_type,InferMappingSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1322,no,0,0,pass,reviewed,388ac9e696f2,Casts the value; see CastToRdfType.,-
InferMappingSpec,*,Default,default,InferMappingSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1323,no,0,0,pass,reviewed,1002700e5353,Value to use when the path is absent or null.,-
InferMappingSpec,*,Required,required,InferMappingSpec,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1324,no,2,2,pass,reviewed,2d99b0299918,An absent or null value is a row-level error.,-
OllamaServerSpec,*,Comment,comment,OllamaServerSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1303,no,-,-,pass,reviewed,508588d57481,Free text for the reader; ignored by JetStore.,-
OllamaServerSpec,*,Url,url,OllamaServerSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1304,no,-,-,pass,reviewed,5c64e6ed20c3,"Url is the base url of the infer server, eg http://my-elb:11434. It is resolved in this order: this property (with cpipes env var substitution), then $JETS_INFER_URL from the cpipes env, then the JETS_INFER_URL environment variable - which is set on the deployed containers when the stack is built with BUILD_INFER_SERVICE.",-
OllamaServerSpec,*,Headers,headers,OllamaServerSpec,map[string]string,map,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1305,no,-,-,pass,reviewed,283be34b9f55,"Headers are additional request headers, optional.",-
PartitionWriterSpec,*,Comment,comment,PartitionWriterSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:1008,no,0,0,pass,reviewed,5e560e533723,Free text for the reader; ignored by JetStore.,-
PartitionWriterSpec,*,DeviceWriterType,device_writer_type,PartitionWriterSpec,string,scalar,-,csv_writer|parquet_writer|fixed_width_writer,yes,conditional,absent(output_channel.schema_provider),-,none,validator,jets/compute_pipes/actions_start_common.go:941,no,139,135,pass,reviewed,943978ec5037,The writer to use for the partition files.,"Required unless the output channel names a schema provider, in which case the validator derives it from the provider's format and writes it back into the config (jets/compute_pipes/actions_start_common.go:922). A cross-struct condition: the tri-state and required_when carry it, a boolean required cannot."
PartitionWriterSpec,*,JetsPartitionKey,jets_partition_key,PartitionWriterSpec,*string,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_partition_writer.go:334,no,85,81,pass,reviewed,beb6fb6610bd,Column carrying the jets partition key.,Used only when the enclosing pipe supplies no partition key (fan_out); a splitter's shard key wins otherwise. Env vars are substituted (pipe_transformation_partition_writer.go:321).
PartitionWriterSpec,*,PartitionSize,partition_size,PartitionWriterSpec,int,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_partition_writer.go:520,no,26,26,pass,reviewed,6085296e1bce,Rows per partition file.,Absent or 0 means a single partition per node; a positive value caps the rows per part file.
PartitionWriterSpec,*,SamplingRate,sampling_rate,PartitionWriterSpec,int,scalar,-,-,yes,no,-,-,none,corpus,-,no,6,6,pass,reviewed,11ba9f6cd812,Sample one row in n.,No doc comment on the struct; description is provisional and the row carries no code evidence yet - a B.6 row.
PartitionWriterSpec,*,SamplingMaxCount,sampling_max_count,PartitionWriterSpec,int,scalar,-,-,yes,no,-,-,none,corpus,-,no,6,6,pass,reviewed,45c22804d3f0,Cap on the sampled rows.,No doc comment on the struct; description is provisional and the row carries no code evidence yet - a B.6 row.
PartitionWriterSpec,*,StreamDataOut,stream_data_out,PartitionWriterSpec,bool,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/s3_device_writter.go:40,no,3,3,pass,reviewed,9db64a5e395f,Stream the records out as they are written.,Streams each part straight to s3 as a multipart upload instead of staging it in a local temp file.
MapRecordSpec,*,Comment,comment,MapRecordSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:677,no,0,0,pass,reviewed,ec92ab673391,Free text for the reader; ignored by JetStore.,-
MapRecordSpec,*,FileMappingTableName,file_mapping_table_name,MapRecordSpec,string,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_map_record.go:152,no,13,12,pass,reviewed,99223141757a,"FileMappingTableName is the name of the file_mapping table to use for the mapping. The file_mapping table specification is optional. When present, columns transformations are created from the file_mapping table entries.","Optional; when set, the mapping is loaded from jetsapi.process_mapping at DAG build and must be non-empty (pipe_transformation_map_record.go:149-151) - a reference outside the document entirely. Env vars are substituted first."
MapRecordSpec,*,ErrorChannel,error_channel,MapRecordSpec,*OutputChannelConfig,object,OutputChannelConfig,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:679,no,0,0,pass,reviewed,033ea336eb85,Channel where mapping errors are reported.,-
MapRecordSpec,*,FailOnError,fail_on_error,MapRecordSpec,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:682,no,0,0,pass,reviewed,fc8aa52aef34,Interrupt the pipeline on a mapping error.,"Legacy spelling of on_error: fail (2026-08-16); honoured when on_error is not set, an explicit on_error wins."
MapRecordSpec,*,IsDebug,is_debug,MapRecordSpec,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:683,no,12,12,pass,reviewed,57c759f12105,Log trace info.,-
MapRecordSpec,*,OnError,on_error,MapRecordSpec,string,scalar,-,pass_through|drop|fail,yes,no,-,pass_through,builder,builder,jets/compute_pipes/pipe_transformation_map_record.go:248,no,0,0,pass,reviewed,511236abd06d,"What to do with a record whose column transformation failed. Range: pass_through (default, the record is sent to the output), drop, fail. fail_on_error is the legacy spelling of on_error: fail, honoured when on_error is not set.",Added 2026-08-16 with the on_error/max_error_count formalisation of the operator error caps (mirrors OllamaSpec).
MapRecordSpec,*,MaxErrorCount,max_error_count,MapRecordSpec,int,scalar,-,-,yes,no,-,20,builder,builder,jets/compute_pipes/pipe_transformation_map_record.go:249,no,0,0,pass,reviewed,9deaad225a26,Cap on the errors reported to the log and the error channel. Errors are logged even when no error_channel is configured.,Added 2026-08-16 with the on_error/max_error_count formalisation of the operator error caps (mirrors OllamaSpec).
AnalyzeSpec,*,Comment,comment,AnalyzeSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:703,no,0,0,pass,reviewed,424b4b822a22,Free text for the reader; ignored by JetStore.,-
AnalyzeSpec,*,SchemaProvider,schema_provider,AnalyzeSpec,string,scalar,-,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_analyze.go:467,no,4,4,pass,reviewed,42fb7712e54e,"SchemaProvider is used for external configuration, such as date format",Optional; supplies the blank field markers when present.
AnalyzeSpec,*,ScrubChars,scrub_chars,AnalyzeSpec,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:705,no,4,4,pass,reviewed,8b349db68cd8,ScrubChars is the list of characters to scrub from the input values.,-
AnalyzeSpec,*,DistinctValuesWhenLessThanCount,distinct_values_when_less_than_count,AnalyzeSpec,int,scalar,-,-,yes,no,-,20,builder,builder,jets/compute_pipes/pipe_transformation_analyze.go:425,no,4,4,pass,reviewed,794209c08b82,DistinctValuesWhenLessThanCount is the threshold to list distinct values.,A cap as well as a default: 0 AND any value above 20 both become 20 (pipe_transformation_analyze.go:425-426).
AnalyzeSpec,*,PadShortRowsWithNulls,pad_short_rows_with_nulls,AnalyzeSpec,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:707,no,4,4,pass,reviewed,9c9bb690bb29,PadShortRowsWithNulls indicates to pad short rows with nulls to match row length.,-
AnalyzeSpec,*,ColumnNameToken,column_name_token,AnalyzeSpec,*ColumnNameTokenNode,object,ColumnNameTokenNode,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_analyze.go:456,no,2,2,pass,reviewed,55fc3bc878a8,ColumnNameToken is used to classify columns based on their name.,Combined with tokens taken from the env at DAG build (combineColumnNameToken).
AnalyzeSpec,*,EntityHints,entity_hints,AnalyzeSpec,[]*EntityHint,array,EntityHint,-,yes,no,-,-,none,builder,jets/compute_pipes/pipe_transformation_analyze.go:444,no,2,2,pass,reviewed,215f0513ce36,EntityHints provide hints for entity recognition.,-
AnalyzeSpec,*,RegexTokens,regex_tokens,AnalyzeSpec,[]RegexNode,array,RegexNode,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:710,no,2,2,pass,reviewed,a9b4d540a6c7,RegexTokens specify regex patterns to identify classification tokens.,-
AnalyzeSpec,*,LookupTokens,lookup_tokens,AnalyzeSpec,[]LookupTokenNode,array,LookupTokenNode,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:711,no,2,2,pass,reviewed,b065d7f4e97b,LookupTokens specify lookup tables to identify classification tokens.,-
AnalyzeSpec,*,KeywordTokens,keyword_tokens,AnalyzeSpec,[]KeywordTokenNode,array,KeywordTokenNode,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:712,no,2,2,pass,reviewed,d379631b6adc,KeywordTokens specify keywords to identify classification tokens.,-
AnalyzeSpec,*,FunctionTokens,function_tokens,AnalyzeSpec,[]FunctionTokenNode,array,FunctionTokenNode,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:713,no,4,4,pass,reviewed,2a389f05ca89,FunctionTokens specify functions to identify classification tokens.,-
ColumnNameTokenNode,*,Comment,comment,ColumnNameTokenNode,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:722,no,0,0,pass,reviewed,e847cf86e2bd,Free text for the reader; ignored by JetStore.,-
ColumnNameTokenNode,*,Name,name,ColumnNameTokenNode,string,scalar,-,-,yes,yes,-,-,none,generator,workspaces/cedargate_ws/go/lambdas/sqs_listener/cgt_sqs_listener.go:423,no,2,2,untestable,reviewed,5d9c04b59428,Name: correspond to the name of the output column where the classification token is stored,required ruled by Michel 2026-08-16 (bucket-1 review); row awaits full B.8 review for the reviewed tick.
ColumnNameTokenNode,*,Lookup,lookup,ColumnNameTokenNode,[]*ColumnNameLookupNode,array,ColumnNameLookupNode,-,yes,no,-,-,none,generator,workspaces/cedargate_ws/go/lambdas/sqs_listener/cgt_sqs_listener.go:424,no,2,2,pass,reviewed,957154d41280,Lookup: list of ColumnNameLookupNode to match the column names to the classification token.,-
ColumnNameLookupNode,*,Comment,comment,ColumnNameLookupNode,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:735,no,0,0,pass,reviewed,6163e7e39197,Free text for the reader; ignored by JetStore.,-
ColumnNameLookupNode,*,Name,name,ColumnNameLookupNode,string,scalar,-,-,yes,yes,-,-,none,generator,workspaces/cedargate_ws/go/lambdas/sqs_listener/cgt_sqs_listener.go:426,no,46,46,untestable,reviewed,da2039f26a80,Name: classification token name,required ruled by Michel 2026-08-16 (bucket-1 review); row awaits full B.8 review for the reviewed tick.
ColumnNameLookupNode,*,ColumnNames,column_names,ColumnNameLookupNode,[]string,array,-,-,yes,no,-,-,none,generator,workspaces/cedargate_ws/go/lambdas/sqs_listener/cgt_sqs_listener.go:427,no,37,37,pass,reviewed,6a651d8d8d74,ColumnNames: list of column names that map to the classification token,-
ColumnNameLookupNode,*,ColumnPos,column_pos,ColumnNameLookupNode,[]int,array,-,-,yes,no,-,-,none,generator,workspaces/cedargate_ws/go/lambdas/api_gateway/cgt_deid_handler.go:528,no,0,0,pass,reviewed,30997c202ecd,ColumnPos: list of column positions (0 based) that map to the classification token,-
ColumnNameLookupNode,*,ColumnNameFragments,column_name_fragments,ColumnNameLookupNode,[]string,array,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:739,no,22,22,pass,reviewed,cf24e76c83f8,"ColumnNameFragments: list of column name fragments, if a column name contains any of the fragments, it maps to the classification token. ColumnNames takes precedence over ColumnPos. Both can be empty if ColumnNameFragments is used.",-
EntityHint,*,Comment,comment,EntityHint,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:868,no,0,0,pass,reviewed,a285b8398e47,Free text for the reader; ignored by JetStore.,-
EntityHint,*,Entity,entity,EntityHint,string,scalar,-,-,yes,yes,-,-,none,comment,jets/compute_pipes/pipes_model.go:869,no,3,3,untestable,reviewed,b1b05522596b,The entity (eg provider) the column is associated to.,required ruled by Michel 2026-08-16 (bucket-1 review); row awaits full B.8 review for the reviewed tick.
EntityHint,*,NameFragments,column_name_fragments,EntityHint,[]string,array,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:870,no,3,3,pass,reviewed,2564b4026631,Column-name fragments indicating the entity.,-
